name,transcription
Recording (7)_chunk_0006.wav,संस्कृत हिन्दी जापानी कोरियन मङ्गोलियन आदि भाषाकर्ता क्रम क्रियाको क्रम भएका भाषा हुन्
Recording (70)_chunk_0000.wav,पृथ्वीमा रहेका सबै पशुपक्षी कीटपतङ्ग र वनस्पतिहरू आपसमा निर्भर भएकाले
Recording (70)_chunk_0001.wav,पर्यावरणीय सन्तुलनका लागि यी सबैको आवश्यकता छ खेतीपाती शत्रु किरा फट्याङ्ग्रा
Recording (70)_chunk_0002.wav,सुलसुले मुसा खरायो तुम्सी बाँदर समेत पर्यावरणीय सन्तुलनका लागि आवश्यक छन्
Recording (70)_chunk_0003.wav,यस्ता जीवलाई मार्ने होइन थपाउने र भगाउने उपाय खोज्नुपर्छ
Recording (70)_chunk_0004.wav,जैविक खेती यही मान्यतामा आधारित छ जैविक खेतीले वातावरणीय सन्तुलन
Recording (70)_chunk_0005.wav,मिलाउनका साथै मानवलगायत पृथ्वीमा रहेका सबैको जीवन बचाउने काम गर्छ
Recording (74)_chunk_0000.wav,जैविक खेतीमा प्राङ्गारिक मलको प्रयोग गरिन्छ प्राङ्गारिक मलले वातावरणलाई कुनै असर गर्दैन
Recording (74)_chunk_0001.wav,यसबाट माटो पानी र वायु प्रदूषणलाई घटाउन सहयोग मिल्दछ
Recording (74)_chunk_0002.wav,यस्तो खेतीले माटोको उर्वराशक्ति कायम लाग्छ र मानिस तथा पशुप
Recording (74)_chunk_0003.wav,छबाट निस्कने फोहोर मैलाको व्यवस्थापनमा सहयोग गर्छ यसले ठूलो धनराशि खर्चेर रासायनिक
Recording (74)_chunk_0004.wav,िक मल उत्पादन गर्नुभन्दा गाउँसहरमा खरे जाने वस्तु र वनस्पतिबाट सामान्य तरिकाले प्राङ्गारिक मल बनाउनु धेरै श्रेयस्कर छ
Recording (74)_chunk_0005.wav,यसले सहर सफा राख्नु मल उत्पादनको खर्च घटाउन र वातावरण जोगाउन सहयोग गर्छ
Recording (74)_chunk_0006.wav,जैविक विधिबाट रोग तथा किरा नियन्त्रण गर्ने अनेकौँ उपायहरू छन्
Recording (74)_chunk_0007.wav,राम्ररी खनजोत गरी समयमा बाली लगाउँदा र उचित मलको प्रयोग गर्दा बाली बिरुवाको प्रतिरोधक क्ष
Recording (74)_chunk_0008.wav,क्षमता बढ्छ यसपल् बाल बिरुवामा रोग र किराहरूको आक्रमण
Recording (74)_chunk_0009.wav,मा कमी आउँछ कतिपय किराहरूलाई हातले टिपेर चालीको प्रयोग गरेर बत्ती बिलीी दिएर दिएर र
Recording (74)_chunk_0010.wav,मित्र किराको उत्पादन गरेर पनि हानिकारक किरा नियन्त्रण गर्न सकिन्छ तितो पिरो अमिलो
Recording (74)_chunk_0011.wav,तर आदि वनस्पतिको झोल र थुलो प्रयोग गर्नाले अधिकांश किरा रक किटाणुलाई भगाउनु र नियन्त्रण गर्न सकिन्छ
Recording (74)_chunk_0012.wav,यस्ता वनस्पतिमा तितेपाती निम जस्तो पर्दछन्
Recording (75)_chunk_0000.wav,जैविक खेती केवल निर्वाहमुखी न मात्र नभई त्यसको व्यावसायीकरण र आधुनिकीकरण हुनुपर्छ यसका लागि सर्वप्रथम माटोको परीक्षण आवश्यक हुन्छ
Recording (75)_chunk_0001.wav,कुन माटोमा के कस्तो तत्त्व छन् के कस्तो तत्त्व अभाव छ
Recording (75)_chunk_0002.wav,कुन माटो कुन बालीका लागि उपयुक्त छ आदि कुराको जानकारी लिएर माटोको प्र
Recording (75)_chunk_0003.wav,प्रकृतिअनुसार जैविक खेती लगाउन सकिन्छ माटामा
Recording (75)_chunk_0004.wav,विधिबाटै आपूर्ति गर्न सकिन्छ उपयुक्त हावापानी उपयुक्त मौसम आवश्यक मलको प्रयोग
Recording (75)_chunk_0005.wav,सिँचाइ व्यवस्था उपयुक्त बालिचक्र आदि मिलाएर खेती गर्न आवश्यक हुन्छ
Recording (75)_chunk_0006.wav,यसो गर्दा जैविक विधिबाट पनि पर्याप्त उत्पादन गर्न सकिन्छ
Recording (76)_chunk_0000.wav,नेपालको प्राकृतिक भौगोलिक सामाजिक सांस्कृतिक पर्यावरण जैविक खेतीको लागि अनुकूल छ
Recording (76)_chunk_0001.wav,प्रशस्त मात्रामा जङ्गल चरण सुविधा र पानीको स्रोत भएकाले नेपालमा व्यावसायिक रूपमा
Recording (76)_chunk_0002.wav,रूपमा गाई भैँसी बाख्रा भेडा कुखुरा सुँगुर माछा जस्ता पशुपक्षी पाल्न सकिन्छ
Recording (76)_chunk_0003.wav,यसबाट पर्याप्त मात्रामा दुध दही घिउ न मह चिज आदिको उत्पादनका साथै प्रा प्रा
Recording (76)_chunk_0004.wav,प्राङ्गारिक मल उत्पादन हुन्छ पानीको स्रोत उपयोग गरेर सिँचाइको राम्रो व्यवस्था गर्न सकिन्छ
Recording (76)_chunk_0005.wav,अब नेपाल गाउँ गाउँसम्म सडक यातायात पुग्न थालेको छ
Recording (76)_chunk_0006.wav,उत्पादित वस्तुलाई बजारसम्म पुर्याउन सहज बन्दैछ जैविक खाद्यवस्तु देशभित्र र विदेशमा पनि महँगो मूल्यमा सजिलै बिक्री हुन्छ
Recording (76)_chunk_0007.wav,वर्षेनी अरौँगौँ रुपियाँको खाद्य पदार्थ आयात गर्नु अहिले नेपालको बाध्यता बनेको छ
Recording (76)_chunk_0008.wav,निर्वाहमुखी र परम्परागत खेतीका कारण यस्तो भएको हो जैविक खेतीलाई वृहत अ
Recording (76)_chunk_0009.wav,त अभियानका रूपमा अगाडि बढाउन सके नेपाल खाद मन्न
Recording (79)_chunk_0000.wav,नेपालमा खेतीलाई व्यवसायका रूपमा बुझ्न र ग्रहण गर्न सकिएको छैन संसार जतिसुकै अगाडि बढे पनि
Recording (79)_chunk_0001.wav,मानिसको प्राण बचाउने खानेकुरा खेतीबाटै आउँछ भन्ने कुरा हामीले मनन गर्न सकेको छैनौँ
Recording (79)_chunk_0002.wav,खेतीलाई व्यवसाय नै नमान्नु हेला र अपेक्षाको पेसा भन्नु हाम्रो ठूलो कमजोरी हो
Recording (79)_chunk_0003.wav,खेती वनस्पतिको उत्पादन र उपयोग गर्ने एउटा महन् पेसा हो वनस्पति मानिसलाई बाँच्नका लागि नभई
Recording (79)_chunk_0004.wav,नहुने सास घाँस कपास पास इन्धन ओकथी पानी आदिका मूल स्रोत हो यो
Recording (79)_chunk_0005.wav,यो आफू बाँच्ने र दुनियाँलाई बचाउने पेसा हो यसैले खेती
Recording (79)_chunk_0006.wav,हेय नभएर सबैको प्रिय पेसाा बन्नुपर्छ नेपाल जस्तो कृषि प्रधान देशमा
Recording (79)_chunk_0007.wav,त झन् जैविक खेती नै सबैभन्दा मुख्य पेसा हो र हुनु पनि पर्छ
Recording (8)_chunk_0000.wav,म र टोलमा विद्यालय जाँदै थिौँ हामी घरबाट विद्यालय पुग्न करिब पन्ध्र मिनटको पैदल हिँड्नु पथ्यो बाटमा
Recording (8)_chunk_0001.wav,अकस्मात पानी पर्यो डोल्माले पानी पर्न सक्छ भनेर झोलामा छाता राखेकी रहे छिन् भन्ने कुरा उनले छाता छिकेपछि मात्र मलाई थाहा भयो
Recording (8)_chunk_0002.wav,छातले थाम्न नसक्ने गरी पानी पर्यो हामी ओथ लाग्यौ
Recording (8)_chunk_0003.wav,डोल्मासँग यात्रा गर्दा मलाई असाध्य रमाइलो लाग्छ उनी पढाइमा मात्र होइन
Recording (8)_chunk_0004.wav,गफ गर्न र कथा भन्न पनि त्यत्तिकै सिपालालो छिन् बाटामा हिँड्दा पनि
Recording (8)_chunk_0005.wav,उनी विभिन्न कथा सुनाउने गर्छिन् आज पनि आफ्नो देशको बारेमा उनीसित कुराकानी भयो
Recording (8)_chunk_0006.wav,ज्ञान पुस्तकमा मात्र सीमित हुँदैन र पढ्ने पढाउने कुरा पनि विद्यालयमा मात्रै सीमित हुँदैन काम गराई र भोकाइबाट जीवनमा ज्ञान प्राप्त हुन्छ
Recording (8)_chunk_0007.wav,उनको कुराबाट म सधैँ केही न केही प्रेरणा लिइरहेकै हुन्छु
Recording (80)_chunk_0000.wav,पुसको महिना केही दिनदेखि बादल लागेर दिन धुम्मिएको थियो
Recording (80)_chunk_0001.wav,देखेर पानी प पर्न पनि सकेको थिएन र घाम पनि पटक्कै लागेको थिएन
Recording (80)_chunk_0002.wav,चिसो धेरै बढेको थियो मानिसहरू घर घरमै अगाउन हिटर र मकलमा आगो तापेर वरिपरि बसिरहेका छन्
Recording (80)_chunk_0003.wav,भएका थिए केटाकेटी युवा बुढापाका सबैलाई जोडेर नराम्रोसँग गाँजेको थियो
Recording (80)_chunk_0004.wav,चडकको पिदाा भएकाले केटाकेटी पनि विथ्यालय गएका थिएनन्
Recording (80)_chunk_0005.wav,त्यही जाडोको दिन डाक्टर कमलको पनि छुट्टी थियो सधैँभरि ल्याप ल्यापटप र आइ
Recording (80)_chunk_0006.wav,आइप्याडमा भुक्ति खेलिरहेको छोराछोरी पनि आज भने हिटरको वरिपरि नै झुम्मएका थिए
Recording (80)_chunk_0007.wav,छोरी सुन्तलाले बिस्तारै कुरा निकाले आफ्ना साथीहरूले हजुरबा हजुरआमाबाट मिठा मिठा खाने
Recording (80)_chunk_0008.wav,कुराहरू सुन्ने गरेको तर आफूले भने त्यस्तो अवसर कहि्यै नभ्याएको गुनासो गरे
Recording (81)_chunk_0000.wav,बागमती अञ्चलको पूर्वतिर जनकपुर अञ्चल पर्छ दोलखा त्यही अञ्चलको पहाडी जिल्लाको नाम हो
Recording (81)_chunk_0001.wav,यस जिल्लामा प्रसिद्ध केही स्थलहरू छन् नेपालको स्विजरल्यान्ड मानिएको जिरी
Recording (81)_chunk_0002.wav,एसियाको समयको मापक मानिएको गौरीशङ्कर हिमाल आदिले गर्दा दोलखाको प्रसिद्धि दिन प्रतिदिन बढिरहेको छ
Recording (81)_chunk_0003.wav,त्यसका लागि साथै पर्यटनका दृष्टिले महत्त्वपूर्ण मानिएको कालिचोक
Recording (81)_chunk_0004.wav,धार्मिक पर्यटनका दृष्टिले महत्त्वपूर्ण दोलखा भीमसेन नेपालकै सबैभन्दा ठुलो
Recording (81)_chunk_0005.wav,जलविद्युत आयोजना तामाकोशी जस्ता कुराले पनि दोलखा प्रसिद्ध नै छ
Recording (81)_chunk_0006.wav,त्यसका अतिरिक्त जिरेल चुरेल थामी जस्ता विविध जातिका आदिभूमि पनि दोलखाानै हो
Recording (83)_chunk_0000.wav,नेपाली समाजमा भर्खरै मात्र नयाँपनको केही सङ्केत देखा पर्न थालेको छन्
Recording (83)_chunk_0001.wav,नेपालमा भएको राजनीतिक परिवर्तनपछि सामाजिक रूपान्तरणका लागि पनि पृष्ठभूमि तयार भइरहेको छ
Recording (83)_chunk_0002.wav,परिवर्तनपछि संसारका क्षेत्रमा व्यापक विकास भएको छ नेपाल पनि एउटै गाउँको
Recording (83)_chunk_0003.wav,रूपमा विकसित भएको विश्वको एउटा अङ्ग बनेको छ विश्वमा विकसित
Recording (83)_chunk_0004.wav,ज्ञान विज्ञान हरेक आयामसँग नेपालीको परिचय मात्र नभई धनिष्ठासमेत पढिसकेको छ
Recording (83)_chunk_0005.wav,समाजमा अनेक विभेदमा परेका जनसमुदाय पनि सोही कारणले
Recording (83)_chunk_0006.wav,ठाठाबाटा बनिरहेका छन् यस क्रममा नेपालीहरू पर्याप्त मात्रामा व्यक्तिवादी पनि बनिरहेका छन् स्वार्थको भावनाले मानिसलाई व्यक्तिवादी बनाउँछ
Recording (86)_chunk_0000.wav,हाम्रा विज्ञान शिक्षक भन्नुहुन्छ अहिलेको युग सूचना प्रविधिको युग हो
Recording (86)_chunk_0001.wav,अहिलेको युगमा कम्प्युटर प्रविधि खास गरेर इन्टरनेटमा पहुँच नहुनेहरू धेरै पछि पर्छन्
Recording (86)_chunk_0002.wav,उहाँले भनेको कुरालाई राम्ररी मनन गरेर मैले आफूलाई कम्प्युटर प्रविधिमा पोख्त बनाएको छु
Recording (86)_chunk_0003.wav,आधुनिक प्रविधिको कसरी सदुपयोग गर्नुपर्छ इन्टरनेटको उपयोगिता के हो मलाई थाहा छ
Recording (86)_chunk_0004.wav,इन्टरनेटलाई मैले पढाइकै एउटा अभिन्न अङ्ग बनाएको छु यसबाट मैले संसार चिन्न सकेको छु
Recording (86)_chunk_0005.wav,इन्टरनेटका अतिरिक्त पुस्तकालयमा गएर नयाँ नयाँ पुस्तक पढ्ने मेरो सोख छ
Recording (86)_chunk_0006.wav,मैले थुप्रै विदेशी तथा नेपाली लेखकका किताब पढेको छु भर्खरै मुना मदन पढेँ केही दिन अगाडि खामका पाइलाहरू पढेका थिए
Recording (86)_chunk_0007.wav,राम्रो लाग्यो म खेलकुदमा पनि उत्तिकै रुचि राख्छु मलाई मनपर्ने खेल हुन् क्रिकेट भलिबल फुटबल र चेस
Recording (86)_chunk_0008.wav,मलाई ठूलो सानो धनी गरब पुरुष महिला छुत अछुत भनी विभेद गर्ने चलन पटक्कै मनपर्र्दैन
Recording (86)_chunk_0009.wav,हाम्रो समाजमा रहेको वर्गीय जातीय क्षेत्रीय लैङ्गिक जस्ता विभेद हटाउनुपर्र्छ
Recording (86)_chunk_0010.wav,त्यस्तै शारीरिक रूपमा अशक्तहरूलाई छिछिी र दर दर गर्ने उनीहरूलाई बडा विचराा भनेर कमजोर ठान्ने प्रवृत्ति पनि मलाई पटक्कै मनपर्र्दैन
Recording (86)_chunk_0011.wav,उनीहरूसँग भिन्न प्रकारको क्षमता छ र उनीहरू पनि आफ्नै गोडामा उभिन सक्छन् भन्ने कुरा मलाई थाहा छ
Recording (91)_chunk_0000.wav,पितृसत्ताका कारणबाट भएका समस्या महिलाले मात्र भोगेका छैनन् पुरुषहरू पनि यसबाट पर्याप्त मात्रामा पीडित बनेका छन्
Recording (91)_chunk_0001.wav,कतिपय पुरुषलाई भान्सामा काम गर्ने रहर लाग्छ तर समाजका डरले उनीहरू त्यसो गर्न सक्दैनन्
Recording (91)_chunk_0002.wav,कतिपय पुरुषको स्वभाव नै लजालु हुन्छ तर उनीहरू लाजभन्दा
Recording (91)_chunk_0003.wav,दुःखमा आँसु नआउने मानिस हुँदैन समाजले भनेनी पुरुषलाई आँसु लुकाएर कठोर बन्ने आदेश दिन्छ
Recording (91)_chunk_0004.wav,दुःख हेपिनेलाई मात्र हुँदैन हेप्नेलाई पनि हुन्छ महिला र पुरुषमध्ये
Recording (91)_chunk_0005.wav,एउटा हेप्ने र अर्को हेपिने हुँदा समाजको संरचना पनि लथालिङ्ग हुन्छ
Recording (91)_chunk_0006.wav,यस्तो समाजमा मानिसले सुख र शान्तिको अनुभव गर्न पाउँदैनन् यसले सङ सङ्ग्लो र परिपूर्ण समाजको निर्माणको
Recording (91)_chunk_0007.wav,एउटा महत्त्वपूर्ण आधार हो पितृसत्ताको उच्छेदन र समसताको स्थापना
Recording (94)_chunk_0000.wav,जनता माध्यमिक विद्यालयमा यस गाउँपालिकाका तथा अन्य गाउँपालिकाका समेत बालबालिकाका अध्ययन गर्छन्
Recording (94)_chunk_0001.wav,यो विद्यालय स्थानीय समुदायको सद्भाव र सहयोगमा विद्यार्थी मैत्री वातावरण सिर्जना गर्न प्र्रयासरत छ
Recording (94)_chunk_0002.wav,यसैले यहाँ अहिले विद्यालय भवन विषयगत शिक्षक शिक्षक तथा खेलकुद सामग्री
Recording (94)_chunk_0003.wav,शौचालय खानेपानी तथा पुस्तकालयको व्यवस्था राम्रो छ घरबाट आउन सम्भव नहुने विद्यार्थीका लागि भने
Recording (94)_chunk_0004.wav,विद्यालयले आवासको व्यवस्था गरिदिने सकेका छैन
Recording (94)_chunk_0005.wav,यी विद्यार्थीहरू विद्यालयकै वरपर डेरा गरी बस्ने गर्छन् हिमालीय क्षेत्रको सानो बस्ती भएकै कारण उपयुक्त डेरा पाउन निकै समस्या छ
Recording (94)_chunk_0006.wav,त्यसमा पनि पर्यटकीय स्थल भएकाले विद्यार्थीले महँगो डेरा भाडा तिर्नु परेको छ
Recording (95)_chunk_0000.wav,विद्यार्थीहरूलाई घर वा डेरामा अध्ययन गर्न उपयुक्त शैक्षिक वातावरण आवश्यक हुन्छ
Recording (95)_chunk_0001.wav,यसका अभावमा विद्यार्थीलाई गृह कार्य गर्न समस्या पर्ने र त्यसको असर क
Recording (95)_chunk_0002.wav,कक्षा कोठामा हुने शिक्षण सिकाइमा प्रत्यक्ष रूपले पर्दछ पाठ्यक्रमले निर्धारण गरेको सक्षमता
Recording (95)_chunk_0003.wav,विद्यार्थीमा हासिल हुन नसक्नाका कारण पनि हो
Recording (95)_chunk_0004.wav,छात्रावासको सुविधा उपलब्ध गराउन सकेको अवस्थामा यी समस्या समाधान हुन्छन् साथै सिकााइमा पछि परेका विद्यार्थी
Recording (95)_chunk_0005.wav,त्यहाँ उनीहरूसँगका लागि सहपाठी सिकााइएको अवसर र विद्यालयको परामर्श पनि प्राप्त हुन्छ
Recording (95)_chunk_0006.wav,विद्यार्थीमा नवीनतम ज्ञान र आधुनिक
Recording (95)_chunk_0007.wav,सिपको विकास गर्न छात्रावासमा पत्र पत्रिका कम्प्युटर तथा अन्य
Recording (95)_chunk_0008.wav,सन्दर्भ सामग्रीको व्यवस्था पनि गर्न सकिन्छ यसबाट विद्यालयको शैक्षिक गुणस्तर प्रवर्धन गर्
Recording (95)_chunk_0009.wav,गर्न ठुलो सहयोग हुन्छ अत विद्यालयमा छात्रावास निर्माणको विशेष आवश्यकता छ
Recording (97)_chunk_0000.wav,माध्यमिक तहका चालिसजना विद्यार्थीका लागि बिस कोठाको दुई तले छात्रावास बनाउने विद्यालयको योना
Recording (97)_chunk_0001.wav,यसका लागि लगभग एक करोड रुपियाँ लाग्ने अनुमान छ विद्यालयसँग कुनै कुनै स्रोत छैन
Recording (97)_chunk_0002.wav,सरकारी अनुदान उपलब्ध हुन सक्ने सम्भावना पनि कम छ गाउँपालिकाले आफ्नो स्रोत
Recording (97)_chunk_0003.wav,तथा स्थानीय समुदायलाई समेत परिचालन गर्न सकेमा छात्रावास निर्माणको कार्य सम्भव हुन्छ अत
Recording (97)_chunk_0004.wav,यसका लागि आवश्यक प्रयास गरी छात्रावास निर्माण निर्माण योजनालाई
Recording (97)_chunk_0005.wav,सार्थक बनाउन विद्यालय प्रशासनको तर्फबाट हार्दिक अनुरोध छ
